post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
"Jane Tsamoh, Psychiatric Nurse Practitioner",jane-tsamoh-psychiatric-nurse-practitioner-annapolis-md,publish,gd_place,Therapist,"Jane Tsamoh, Psychiatric Nurse Practitioner (MD/Psychiatrist) in Annapolis, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","810 Bestgate Rd Suite 325, Annapolis, MD 21401",Annapolis,MD,21401,US,38.9951617,-76.53779569999999,(443) 906-3506,,https://lifestance.com/provider/nurse-practitioner/md/annapolis/jane-tsamoh/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,810 Bestgate Rd Suite 325,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,4.8,5,2026-02-18,outscraper,enriched_full
Dr. Ivan Walks,dr-ivan-walks-silver-spring-md,publish,gd_place,Therapist,"Dr. Ivan Walks (MD/Psychiatrist) in Silver Spring, MD. Accepts Medicare, UnitedHealthcare.","8737 Colesville Rd #310, Silver Spring, MD 20910",Silver Spring,MD,20910,US,38.9987403,-77.025834,(301) 583-5195,,https://www.ivanwalks.com,,8737 Colesville Rd #310,MD/Psychiatrist,,MD,,,"Medicare, UnitedHealthcare",Unknown,,,,Unknown,,Unknown,,,,,,,"ms through strategy; ms.
[ ![](https://ivanwalks.com/wp-content/uploads/2025/11/pngtree-bar-chart-line-icon-png-image_9010034; ms and analytics",,4.4,60,2026-02-18,outscraper,enriched_full
"Waverly Psychiatry, LLC",waverly-psychiatry-llc-woodstock-md,publish,gd_place,Therapist,"Waverly Psychiatry, LLC (MD/Psychiatrist) in Woodstock, MD. Specializes in Addiction, Child/Adolescent. Accepts Aetna, BlueCross BlueShield, CareFirst and 5 more. Telehealth available. Currently accepting new patients.","10709 Birmingham Way, Woodstock, MD 21163",Woodstock,MD,21163,US,39.307421,-76.8880609,(410) 988-8083,,https://www.waverlypsychiatry.com,,10709 Birmingham Way,MD/Psychiatrist,,MD,,"Addiction, Child/Adolescent","Aetna, BlueCross BlueShield, CareFirst, Cigna, Johns Hopkins EHP, Medicaid, Self-Pay Only, UnitedHealthcare",Unknown,,,,Yes - Video,,Yes,,,,,,,"her Master of Science in Nursing from Frostburg State University and is nationally board-certified; ms & Notices](https://www.waverlypsychiatry.com); ms.
New Patients",,3.7,3,2026-02-18,outscraper,enriched_full
"Fidelis Atianjoh, Psychiatric Nurse Practitioner",fidelis-atianjoh-psychiatric-nurse-practitioner-annapolis-md,publish,gd_place,Therapist,"Fidelis Atianjoh, Psychiatric Nurse Practitioner (MD/Psychiatrist) in Annapolis, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","810 Bestgate Rd Suite 325, Annapolis, MD 21401",Annapolis,MD,21401,US,38.994633,-76.5373953,(443) 906-3506,,https://lifestance.com/provider/nurse-practitioner/md/annapolis/fidelis-atianjoh/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,810 Bestgate Rd Suite 325,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,4.6,11,2026-02-18,outscraper,enriched_full
Quintanilla Mario MD,quintanilla-mario-md-alice-tx,publish,gd_place,Therapist,"Quintanilla Mario MD in Alice, TX.","2500 E Main St, Alice, Tx 78332",Alice,TX,78332,US,27.7660258,-98.0427994,(361) 354-2000,,,,2500 E Main St,,,TX,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Spark Change Wellness Center,spark-change-wellness-center-gambrills-md,publish,gd_place,Therapist,"Spark Change Wellness Center (PhD) in Gambrills, MD. Specializes in Child/Adolescent. Currently accepting new patients.","331 Gambrills Rd Suite 4B, Gambrills, MD 21054",Gambrills,MD,21054,US,39.0718822,-76.6630354,(410) 864-0201,,https://www.sparkchangewellness.com,,331 Gambrills Rd Suite 4B,PhD,,MD,,Child/Adolescent,,Unknown,,,,Unknown,,Yes,,,,,,,"ms that impact their lives; ms
We operate from a framework shaped by the biopsychosocial-spiritual model. We evaluate functioning a; ms that primarily shape those areas of functioning",,5.0,1,2026-02-18,outscraper,enriched_basic
"Obinna Okonkwo, Psychiatric Nurse Practitioner",obinna-okonkwo-psychiatric-nurse-practitioner-arnold-md,publish,gd_place,Therapist,"Obinna Okonkwo, Psychiatric Nurse Practitioner (MD/Psychiatrist) in Arnold, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","1511 Ritchie Hwy Suite 202, Arnold, MD 21012",Arnold,MD,21012,US,39.0273144,-76.5014061,(443) 679-0577,,https://lifestance.com/provider/nurse-practitioner/md/arnold/obinna-okonkwo/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,1511 Ritchie Hwy Suite 202,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,4.8,22,2026-02-18,outscraper,enriched_full
Hagerstown Psychiatry Inc,hagerstown-psychiatry-inc-hagerstown-md,publish,gd_place,Therapist,"Hagerstown Psychiatry Inc (MD/Psychiatrist) in Hagerstown, MD.","12821 Oak Hill Ave, Hagerstown, MD 21740",Hagerstown,MD,21740,US,39.666286,-77.7012534,(240) 452-1623,,,,12821 Oak Hill Ave,MD/Psychiatrist,,MD,,,,,,,,,,,,,,,,,,,2.3,3,2026-02-18,outscraper,cleaned
Lisa Chun MD,lisa-chun-md-rockville-md,publish,gd_place,Therapist,"Lisa Chun MD (MD/Psychiatrist) in Rockville, MD.","Rockville, MD 20852",Rockville,MD,20852,US,39.0583329,-77.12400199999999,(301) 231-9010,,,,,MD/Psychiatrist,,MD,,,,,,,,,,,,,,,,,,,5.0,2,2026-02-18,outscraper,cleaned
Joyride Integrative Psychiatry,joyride-integrative-psychiatry-lanham-md,publish,gd_place,Therapist,"Joyride Integrative Psychiatry (MD/Psychiatrist) in Lanham, MD. Specializes in Anger Management. Telehealth available.","9332 Annapolis Rd Suite 108, Lanham, MD 20706",Lanham,MD,20706,US,38.9653688,-76.8477711,(240) 764-6874,,https://www.joyridehealthcare.com,,9332 Annapolis Rd suite 108,MD/Psychiatrist,,MD,,Anger Management,,Unknown,,,,Yes - Video,,Unknown,,,,,,,,,5.0,20,2026-02-18,outscraper,enriched_basic
"Dr. Eric L. Anderson, MD",dr-eric-l-anderson-md-annapolis-md,publish,gd_place,Therapist,"Dr. Eric L. Anderson, MD (MD/Psychiatrist) in Annapolis, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Aetna, Amerigroup, Anthem and 22 more. Telehealth available. Currently accepting new patients.","49 Old Solomons Island Rd, Annapolis, MD 21401",Annapolis,MD,21401,US,38.9789793,-76.5356771,(410) 573-1944,,http://www.spectrum-behavioral.com,,49 Old Solomons Island Rd,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum, Personality Disorders, Stress Management","Aetna, Amerigroup, Anthem, Beacon Health, Behavioral Health Systems, BlueCross BlueShield, CareFirst, Cigna, Compsych, First Choice Health, Highmark, Horizon BCBS, Humana, Johns Hopkins EHP, Kaiser Permanente, Magellan, Medicaid, Medicare, Molina Healthcare, MultiPlan, Out-of-Network, PHCS, Sentara Health Plans, Tricare, UnitedHealthcare",Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); BS
  * Anthem BCBS-Medicaid; BS
  * Anthem / Empire BCBS-Medicare",,5.0,3,2026-02-18,outscraper,enriched_full
"Dr. Marta J. Hopkinson, MD",dr-marta-j-hopkinson-md-college-park-md,publish,gd_place,Therapist,"Dr. Marta J. Hopkinson, MD (MD/Psychiatrist) in College Park, MD. Specializes in Anger Management, Family.","2126 Campus Dr, College Park, MD 20740",College Park,MD,20740,US,38.9872383,-76.9444561,(301) 314-8106,,http://www.martahopkinson.com,,2126 Campus Dr,MD/Psychiatrist,,MD,,"Anger Management, Family",,Unknown,,,,Unknown,,No,,,,,,,"M.D.
Board Certified Psychiatrist",,5.0,1,2026-02-18,outscraper,enriched_basic
"Robert Herman, Psychiatrist",robert-herman-psychiatrist-arnold-md,publish,gd_place,Therapist,"Robert Herman, Psychiatrist (MD/Psychiatrist) in Arnold, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","1511 Ritchie Hwy Suite 202, Arnold, MD 21012",Arnold,MD,21012,US,39.0273203,-76.5014018,(443) 679-0577,,https://lifestance.com/provider/psychiatrist/md/arnold/robert-herman/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,1511 Ritchie Hwy Suite 202,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,4.5,63,2026-02-18,outscraper,enriched_full
Early Glow Health,early-glow-health-crofton-md,publish,gd_place,Therapist,"Early Glow Health in Crofton, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Depression. Accepts Aetna, Anthem, BlueCross BlueShield and 9 more. Currently accepting new patients.","2411 Crofton Ln #14A, Crofton, MD 21114",Crofton,MD,21114,US,39.01436,-76.69794,(240) 267-9595,,https://www.earlyglowhealthllc.com,,2411 Crofton Ln #14A,,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Depression, Family, Life Transitions, PTSD/Trauma, Perinatal/Postpartum, Stress Management","Aetna, Anthem, BlueCross BlueShield, CareFirst, Cigna, Johns Hopkins EHP, Kaiser Permanente, Medicaid, Out-of-Network, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,,,,Unknown,,Yes,,,"CBT, DBT, Motivational Interviewing",,,,"text with a link to my virtual appt. It started right away, was clear and very simple. My appt with Melanie was refreshing and reassuring that I made; ms. Your culture; mD. Chief Medical Officer",,5.0,23,2026-02-18,outscraper,enriched_full
Psychiatry Specialities Clinics,psychiatry-specialities-clinics-ellicott-city-md,publish,gd_place,Therapist,"Psychiatry Specialities Clinics (MD/Psychiatrist) in Ellicott City, MD. Specializes in ADHD, Addiction, Anxiety, Chronic Illness, Depression.","3525 Ellicott Mills Dr Unit G, Ellicott City, MD 21043",Ellicott City,MD,21043,US,39.273658,-76.80356929999999,(410) 988-8092,,https://psychmaryland.com,,3525 Ellicott Mills Dr Unit G,MD/Psychiatrist,,MD,,"ADHD, Addiction, Anxiety, Chronic Illness, Depression, Family, Grief",,Unknown,,,,Unknown,,Unknown,,,,,,,"MD
**General Psychiatrist",,3.0,2,2026-02-18,outscraper,enriched_basic
"Dr. Tanveer A. Padder, MD",dr-tanveer-a-padder-md-konterra-md,publish,gd_place,Therapist,"Dr. Tanveer A. Padder, MD (MD/Psychiatrist) in Konterra, MD.","7300 Van Dusen Rd, Konterra, MD 20707",Konterra,MD,20707,US,39.0879222,-76.8806247,(301) 560-4747,,,,7300 Van Dusen Rd,MD/Psychiatrist,,MD,,,,,,,,,,,,,,,,,,,5.0,8,2026-02-18,outscraper,cleaned
Flexible Mind Integrative Psychiatry,flexible-mind-integrative-psychiatry-chevy-chase-md,publish,gd_place,Therapist,"Flexible Mind Integrative Psychiatry (MD/Psychiatrist) in Chevy Chase, MD. Specializes in ADHD, Child/Adolescent.","6900 Wisconsin Ave Suite 303, Chevy Chase, MD 20815",Chevy Chase,MD,20815,US,38.9784516,-77.0918556,(301) 786-3643,,http://www.flexiblemindintegrative.com,,6900 Wisconsin Ave Suite 303,MD/Psychiatrist,,MD,,"ADHD, Child/Adolescent",,Unknown,,,,Unknown,,Unknown,,,,,,,,,3.7,3,2026-02-18,outscraper,enriched_basic
"Misty L. Borst, MD",misty-l-borst-md-columbia-md,publish,gd_place,Therapist,"Misty L. Borst, MD (MD/Psychiatrist) in Columbia, MD.","8850 Stanford Blvd Suite 3300, Columbia, MD 21045",Columbia,MD,21045,US,39.190448,-76.81524089999999,(443) 718-5206,,,,8850 Stanford Blvd Suite 3300,MD/Psychiatrist,,MD,,,,,,,,,,,,,,,,,,,5.0,3,2026-02-18,outscraper,cleaned
"Dr. Olayinka M. Johnson, MD",dr-olayinka-m-johnson-md-linthicum-heights-md,publish,gd_place,Therapist,"Dr. Olayinka M. Johnson, MD (MD/Psychiatrist) in Linthicum Heights, MD.","809 Hammonds Ferry Rd C, Linthicum Heights, MD 21090",Linthicum Heights,MD,21090,US,39.2255357,-76.664829,(410) 789-2500,,,,809 Hammonds Ferry Rd C,MD/Psychiatrist,,MD,,,,,,,,,,,,,,,,,,,4.7,3,2026-02-18,outscraper,cleaned
LifeStance Therapists & Psychiatrists Annapolis,lifestance-therapists-psychiatrists-annapolis-annapolis-md,publish,gd_place,Therapist,"LifeStance Therapists & Psychiatrists Annapolis (MD/Psychiatrist) in Annapolis, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","810 Bestgate Rd Suite 325, Annapolis, MD 21401",Annapolis,MD,21401,US,38.995261,-76.53724299999999,(443) 906-3506,,https://lifestance.com/location/annapolis-md-810-bestgate-road/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlocations,,810 Bestgate Rd Suite 325,MD/Psychiatrist,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); ma Oregon Pennsylvania Rhode Island South Carolina Tennessee Texas Utah Virginia Washington Wisconsin; MA 
  * Michigan",,4.6,107,2026-02-18,outscraper,enriched_full
"Mitchell Mathis, M.D.",mitchell-mathis-md-columbia-md,publish,gd_place,Therapist,"Mitchell Mathis, M.D. (MD/Psychiatrist) in Columbia, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, BlueCross BlueShield, Cigna and 1 more. Telehealth available. Currently accepting new patients.","10450 Shaker Dr #110, Columbia, MD 21046",Columbia,MD,21046,US,39.1853848,-76.8698814,(410) 457-3196,,http://www.bluegrassmentalhealth.com,,10450 Shaker Dr #110,MD/Psychiatrist,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, OCD, PTSD/Trauma, Stress Management","Aetna, BlueCross BlueShield, Cigna, UnitedHealthcare",Unknown,,,,Yes - Video,,Yes,,,,,,,MD 21046_ ](tel:410-457-3196); ms & Conditions](https://www.bluegrassmentalhealth.com/our-terms),,5.0,4,2026-02-18,outscraper,enriched_full
Comprehensive Healthcare & Wellness Services LLC : Mental Health Clinic,comprehensive-healthcare-wellness-services-llc-mental-health-clinic-largo-md,publish,gd_place,Therapist,"Comprehensive Healthcare & Wellness Services LLC : Mental Health Clinic (MD/Psychiatrist) in Largo, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Accepts Aetna, Amerigroup, CareFirst and 5 more.","1401 Mercantile Ln Suite 500-J, Largo, MD 20774",Largo,MD,20774,US,38.9093388,-76.8367042,(240) 260-3147,,https://www.comphealthwellness.com,,1401 Mercantile Ln Suite 500-J,MD/Psychiatrist,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Depression, Grief, PTSD/Trauma","Aetna, Amerigroup, CareFirst, Cigna, Humana, Medicaid, Tricare, UnitedHealthcare",Unknown,,,,Unknown,,Unknown,,,,,,,ms. But children do too; MD 20774 1629 K ST NW Suite 300 Washin-gton DC 20006,,4.9,116,2026-02-18,outscraper,enriched_full
"Martin Chin, MD - MSK Psychiatrist",martin-chin-md-msk-psychiatrist-new-york-ny,publish,gd_place,Therapist,"Martin Chin, MD - MSK Psychiatrist (MD/Psychiatrist) in New York, NY. Specializes in Child/Adolescent.","160 E 53Rd St, New York, Ny 10022",New York,NY,10022,US,40.7577727,-73.9699146,(347) 941-3554,,https://www.mskcc.org/cancer-care/doctors/martin-chin%3Futm_source%3Dlocal%2Blistings%26utm_medium%3Dorganic%2Bsearch%26utm_campaign%3Dlocal%2Bsearch%2Bdoctors%26utm_content%3Dmartin%2Bchin-160%2Beast%2B53rd%2Bstreet,,160 E 53rd St,MD/Psychiatrist,,NY,,Child/Adolescent,,Unknown,,,,Unknown,,Unknown,,"English, Italian, Russian, Spanish",,,,,& training programs ](https://www.mskcc.org/education-training); & training ](https://www.mskcc.org/cancer-care/doctors/martin-chin%3futm_source%3dlocal%2blistings%26utm_medium%3dorganic%2bsearch%26utm_campaign%3dlocal%2bsearch%2bdoctors%26utm_content%3dmartin%2bch; the next generation of clinicians and scientists,,,0,2026-02-18,outscraper,enriched_basic
"Robert Grossman, M.D. Psychiatry",robert-grossman-md-psychiatry-new-york-ny,publish,gd_place,Therapist,"Robert Grossman, M.D. Psychiatry (MD/Psychiatrist) in New York, NY. Specializes in Anger Management, Family.","925 Park Ave #1B, New York, Ny 10028",New York,NY,10028,US,40.7762654,-73.9595399,(347) 394-2610,,http://www.rgrossmanmd.com,,925 Park Ave #1b,MD/Psychiatrist,,NY,,"Anger Management, Family",,Unknown,,,,Unknown,,Unknown,,,"ACT, Mindfulness-Based",,,,"& honors](https://www.rgrossmanmd.com/education-honors.html); -honors.html) in the field of psychiatry and he has appeared as an expert on cnn, 60 minutes, and various other news and educational programs. dr. grossman has acted as consultant to the social securi; M.D. has more than 25 years of psychiatric experience evaluating and treating clients",,3.0,4,2026-02-18,outscraper,enriched_basic
Borner Irmgard MD,borner-irmgard-md-brooklyn-ny,publish,gd_place,Therapist,"Borner Irmgard MD (MD/Psychiatrist) in Brooklyn, NY.","45 Plaza St W # 1A, Brooklyn, Ny 11217",Brooklyn,NY,11217,US,40.6733725,-73.971553,(718) 857-1733,,,,45 Plaza St W # 1A,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Alfa Psychiatric and Mental Health Services LLC,alfa-psychiatric-and-mental-health-services-llc-hyattsville-md,publish,gd_place,Therapist,"Alfa Psychiatric and Mental Health Services LLC (MD/Psychiatrist) in Hyattsville, MD. Specializes in Addiction, Child/Adolescent, Family. Currently accepting new patients.","6495 New Hampshire Ave Suite 180, Hyattsville, MD 20783",Hyattsville,MD,20783,US,38.9678203,-76.99969329999999,(202) 299-4186,,https://www.alfapsychiatric.com,,6495 New Hampshire Ave Suite 180,MD/Psychiatrist,,MD,,"Addiction, Child/Adolescent, Family",,Unknown,,,,Unknown,,Yes,,,,,,,,,4.8,19,2026-02-18,outscraper,enriched_basic
"Julia A. Kearney, MD - MSK Pediatric Psychiatrist",julia-a-kearney-md-msk-pediatric-psychiatrist-new-york-ny,publish,gd_place,Therapist,"Julia A. Kearney, MD - MSK Pediatric Psychiatrist (MD/Psychiatrist) in New York, NY. Specializes in Child/Adolescent.","1275 York Ave, New York, Ny 10065",New York,NY,10065,US,40.7644528,-73.9570196,(347) 798-9104,,https://www.mskcc.org/cancer-care/doctors/julia-kearney%3Futm_source%3Dlocal%2Blistings%26utm_medium%3Dorganic%2Bsearch%26utm_campaign%3Dlocal%2Bsearch%2Bdoctors%26utm_content%3Djulia%2Bkearney-1275%2Byork%2Bavenue,,1275 York Ave,MD/Psychiatrist,,NY,,Child/Adolescent,,Unknown,,,,Unknown,,Unknown,,"English, Italian, Russian, Spanish",,,,,& training programs ](https://www.mskcc.org/education-training); & training ](https://www.mskcc.org/cancer-care/doctors/julia-kearney%3futm_source%3dlocal%2blistings%26utm_medium%3dorganic%2bsearch%26utm_campaign%3dlocal%2bsearch%2bdoctors%26utm_content%3djulia%2bk; the next generation of clinicians and scientists,,,0,2026-02-18,outscraper,enriched_basic
"Dr. Eli Nader MD, Psychiatrist",dr-eli-nader-md-psychiatrist-new-york-ny,publish,gd_place,Therapist,"Dr. Eli Nader MD, Psychiatrist (MD/Psychiatrist) in New York, NY. Specializes in ADHD, Addiction, Anxiety, Bipolar Disorder, Depression. Accepts Kaiser Permanente.","10 Times Sq, New York, Ny 10036",New York,NY,10036,US,40.7548995,-73.9868891,(728) 201-1693,,https://pbpsy.com,,10 Times Sq,MD/Psychiatrist,,NY,,"ADHD, Addiction, Anxiety, Bipolar Disorder, Depression, OCD, PTSD/Trauma",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,,Somatic,,,,MA  ](https://www.pbpsy.com/continuity-of-care-for-snowbirds-or-frequent-travelers-between-fl-ny-and-ma); ms stemming from physical ailments to disorders encompassing delirium; ms and Conditions,,,0,2026-02-18,outscraper,enriched_full
Innovative Behavioral Medicine,innovative-behavioral-medicine-silver-spring-md,publish,gd_place,Therapist,"Innovative Behavioral Medicine (MD/Psychiatrist) in Silver Spring, MD. Specializes in ADHD, Addiction, Child/Adolescent, Stress Management. Accepts Out-of-Network.","801 Wayne Ave G-100, Silver Spring, MD 20910",Silver Spring,MD,20910,US,38.997193,-77.0222706,(202) 322-9350,,https://myibmed.com,,801 Wayne Ave G-100,MD/Psychiatrist,,MD,,"ADHD, Addiction, Child/Adolescent, Stress Management",Out-of-Network,Unknown,,,,Unknown,,Unknown,,,,,,,". he meets me where i am, and i am very appreciative of him. i would 100% recommend him; ms ahead of time—quick; ms and get set before you step in",,4.9,115,2026-02-18,outscraper,enriched_full
Refined integrative psychiatry & Wellness,refined-integrative-psychiatry-wellness-ellicott-city-md,publish,gd_place,Therapist,"Refined integrative psychiatry & Wellness (MD/Psychiatrist) in Ellicott City, MD. Specializes in Anger Management.","5018 Dorsey Hall Dr Suite 104, Ellicott City, MD 21042",Ellicott City,MD,21042,US,39.2445073,-76.8366329,(410) 213-5233,,http://refinedpsychiatry.com,,5018 Dorsey Hall Dr Suite 104,MD/Psychiatrist,,MD,,Anger Management,,Unknown,,,,Unknown,,Unknown,,,ACT,,,,ms and goals for treatment; ms of Service](https://policies.google.com/terms) apply,,5.0,52,2026-02-18,outscraper,enriched_basic
Roda Jan MD,roda-jan-md-new-york-ny,publish,gd_place,Therapist,"Roda Jan MD (MD/Psychiatrist) in New York, NY.","150 E 58Th St #2701, New York, Ny 10155",New York,NY,10155,US,40.7611007,-73.9680109,(212) 752-8919,,,,150 E 58th St #2701,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,3.4,7,2026-02-18,outscraper,cleaned
Olney Geriatric Psychiatry,olney-geriatric-psychiatry-olney-md,publish,gd_place,Therapist,"Olney Geriatric Psychiatry (MD/Psychiatrist) in Olney, MD. Specializes in Family. Accepts Medicare.","5004 Continental Dr, Olney, MD 20832",Olney,MD,20832,US,39.1342651,-77.0847537,(301) 774-7060,,https://olneypsychiatry.com/home-page,,5004 Continental Dr,MD/Psychiatrist,,MD,,Family,Medicare,Unknown,,,,Unknown,,Unknown,,,,,,,"and explanation so that caregivers are able to take an informed and active role in the improvement of their loved ones. we work diligently in collaboration with our patient's families, facilities, and",,5.0,2,2026-02-18,outscraper,enriched_full
"Melissa A. Nishawala, MD",melissa-a-nishawala-md-new-york-ny,publish,gd_place,Therapist,"Melissa A. Nishawala, MD (MD/Psychiatrist) in New York, NY. Specializes in Family.","1 Park Ave 7Th Floor, New York, Ny 10016",New York,NY,10016,US,40.7458514,-73.9817633,(646) 754-5000,,https://nyulangone.org/doctors/1780671685/melissa-a-nishawala%3Fcid%3Dsyn_yext%26y_source%3D1_MTA5MTA3MDMzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,,1 Park Ave 7th Floor,MD/Psychiatrist,,NY,,Family,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Kanwardeep Kaleka, M.D., Ph.D., Board Certified Psychiatrist",kanwardeep-kaleka-md-phd-board-certified-psychiatrist-new-york-ny,publish,gd_place,Therapist,"Kanwardeep Kaleka, M.D., Ph.D., Board Certified Psychiatrist (MD/Psychiatrist) in New York, NY. Specializes in Child/Adolescent, Couples/Marriage, Family.","600 3Rd Ave Floor 2, New York, Ny 10016",New York,NY,10016,US,40.7493067,-73.9758938,(917) 725-2418,,https://thrivingcenterofpsych.com/psychiatrists/kanwardeep-kaleka/%3Futm_source%3DGoogle%26utm_medium%3DGoogle%2BBusiness%2BProfile%26utm_campaign%3DAppointment%2BKanwardeep%2BKaleka,,600 3rd Ave floor 2,MD/Psychiatrist,,NY,,"Child/Adolescent, Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,ms & Conditions ](https://thrivingcenterofpsych.com/terms-conditions/),,,0,2026-02-18,outscraper,enriched_basic
