post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Symmetry Counseling,symmetry-counseling-washington-dc,publish,gd_place,Therapist,"Symmetry Counseling (PhD) in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Telehealth available. Currently accepting new patients.","1629 K St NW, Washington, DC 20006",Washington,DC,20006,US,38.9028692,-77.037826,(888) 661-2742,,https://symmetrycounseling.com/washington-dc,,1629 K St NW,PhD,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, Life Transitions, OCD, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,"CBT, DBT, EFT, Psychodynamic, Solution-Focused",,,,ma and Abuse Counseling](https://symmetrycounseling.com/trauma-and-abuse-counseling/); ms Counseling](https://symmetrycounseling.com/relationship-problems-counseling/); ma as well as current struggles,,5.0,11,2026-02-18,outscraper,enriched_basic
"EMDR, Brainspotting & Psychotherapy of Greater Washington, DC, PLLC",emdr-brainspotting-psychotherapy-of-greater-washington-dc-pllc-washington-dc,publish,gd_place,Therapist,"EMDR, Brainspotting & Psychotherapy of Greater Washington, DC, PLLC in Washington, DC. Specializes in Addiction, PTSD/Trauma. Accepts Out-of-Network. Telehealth available.","1115 Massachusetts Ave NW, Washington, DC 20005",Washington,DC,20005,US,38.9044372,-77.027703,(443) 534-1142,,http://www.emdrandpsychotherapy.com,,1115 Massachusetts Ave NW,,,DC,,"Addiction, PTSD/Trauma",Out-of-Network,Unknown,,,,Yes - Video,,Unknown,,,EMDR,,,,ma. With proven therapeutic methods; ma and reclaim your life; ms and Conditions ](https://www.emdrandpsychotherapy.com/terms-and-conditions/),,4.7,13,2026-02-18,outscraper,enriched_full
"Compass Rose Counseling & Consultation, LLC",compass-rose-counseling-consultation-llc-washington-dc,publish,gd_place,Therapist,"Compass Rose Counseling & Consultation, LLC in Washington, DC. Specializes in Anxiety, Couples/Marriage, Depression, LGBTQ+, Life Transitions. Accepts Kaiser Permanente.","1629 K St NW #300, Washington, DC 20006",Washington,DC,20006,US,38.9028651,-77.0378535,(202) 710-9066,,http://compassrosecc.com,,1629 K St NW #300,,,DC,,"Anxiety, Couples/Marriage, Depression, LGBTQ+, Life Transitions, PTSD/Trauma",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,,CBT,,,,,,5.0,25,2026-02-18,outscraper,enriched_full
"Thriveworks Counseling & Psychiatry Washington, D.C.",thriveworks-counseling-psychiatry-washington-dc-washington-dc,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry Washington, D.C. (MD/Psychiatrist) in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","529 14Th St NW Suite #1170, Washington, DC 20045",Washington,DC,20045,US,38.8971719,-77.0311385,(202) 932-7587,,https://thriveworks.com/washington-dc-counseling/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field:8499441%3DGMB,,529 14th St NW Suite #1170,MD/Psychiatrist,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/washington-dc-counseling/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field:8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.4,32,2026-02-18,outscraper,enriched_full
The Sterling Group,the-sterling-group-washington-dc,publish,gd_place,Therapist,"The Sterling Group in Washington, DC. Specializes in ADHD, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Telehealth available.","1200 G St NW Suite 710, Washington, DC 20005",Washington,DC,20005,US,38.8981626,-77.0282052,(202) 964-8495,,http://www.thesterlinggroupdc.com,,1200 G St NW Suite 710,,,DC,,"ADHD, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, LGBTQ+, Life Transitions, PTSD/Trauma, Self-Harm, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,"EMDR, IFS",,,,". as therapists and humans, we take ownership of our privileges, engage with the discomfort, and actively seek learning and growth; to ensure we are providing high-quality and cutting-edge treatment to our clients; for our therapists to ensure their continued education and growth as clinicians",,4.9,38,2026-02-18,outscraper,enriched_basic
"DC Counseling Services, LLC",dc-counseling-services-llc-washington-dc,publish,gd_place,Therapist,"DC Counseling Services, LLC in Washington, DC. Specializes in Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage. Accepts Beacon Health. Telehealth available.","1250 Connecticut Ave NW Suite 700-0003, Washington, DC 20036",Washington,DC,20036,US,38.9070484,-77.0422667,(202) 215-0003,,https://dc-counseling-services.com,,1250 Connecticut Ave NW Suite 700-0003,,,DC,,"Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, PTSD/Trauma, Stress Management",Beacon Health,Unknown,,,,Yes - Video,,Unknown,,,,,,,ma and PTSD Counseling:** Heal from traumatic experiences and regain control over your life,,5.0,2,2026-02-18,outscraper,enriched_full
"Thriveworks Counseling & Psychiatry Washington, D.C.",thriveworks-counseling-psychiatry-washington-dc-washington-dc,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry Washington, D.C. (MD/Psychiatrist) in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","505 Capitol Ct NE #300, Washington, DC 20002",Washington,DC,20002,US,38.8966857,-77.00279259999999,(202) 915-7819,,https://thriveworks.com/washington-dc-union-station-counseling/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field:8499441%3DGMB,,505 Capitol Ct NE #300,MD/Psychiatrist,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/washington-dc-union-station-counseling/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field:8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.3,19,2026-02-18,outscraper,enriched_full
Georgetown Psychology,georgetown-psychology-washington-dc,publish,gd_place,Therapist,"Georgetown Psychology (PhD) in Washington, DC. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent. Accepts Aetna, UnitedHealthcare. Telehealth available.","1054 31St St NW Suite 312, Washington, DC 20007",Washington,DC,20007,US,38.904468,-77.0612806,(202) 333-6251,,http://www.georgetownpsychology.com,,1054 31st St NW Suite 312,PhD,,DC,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent, Depression, Family, LGBTQ+, Life Transitions, OCD, Stress Management","Aetna, UnitedHealthcare",Unknown,,,,Yes - Video,TheraNest,Unknown,,,"ACT, Art Therapy, CBT, DBT, EMDR, Motivational Interviewing, Play Therapy, Psychodynamic",,,,al evaluations](https://georgetownpsychology.com/comprehensive-psychoeducational-evaluations/); ms & Daughters Change Together: Understanding Puberty & Perimenopause](https://georgetownpsychology.com; ms & Daughters Change Together: Understanding Puberty & Perimenopause ](https://georgetownpsychology.co,,5.0,9,2026-02-18,outscraper,enriched_full
Therapeutic Links Behavioral Health Services,therapeutic-links-behavioral-health-services-washington-dc,publish,gd_place,Therapist,"Therapeutic Links Behavioral Health Services in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Telehealth available. Currently accepting new patients.","2000 P St NW #540, Washington, DC 20036",Washington,DC,20036,US,38.9094409,-77.0452638,(202) 644-8904,,http://www.tlinksdc.com,,2000 P St NW #540,,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, Life Transitions, OCD, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,Humanistic,,,,"ms.
![People from various cultures enjoying the sense of community and support](https://static.wixstatic; ma | Life Transitions; ms. 
Even if you are afraid of change",,4.7,12,2026-02-18,outscraper,enriched_basic
Dr. Dawn Johnson and Assoc. Psychotherapy,dr-dawn-johnson-and-assoc-psychotherapy-washington-dc,publish,gd_place,Therapist,"Dr. Dawn Johnson and Assoc. Psychotherapy (PhD) in Washington, DC. Specializes in ADHD, Anxiety, Autism Spectrum, Child/Adolescent, Chronic Illness. Accepts Kaiser Permanente, Out-of-Network. Currently accepting new patients.","1634 I St NW Suite 1200, Washington, DC 20006",Washington,DC,20006,US,38.9011107,-77.0389617,(202) 599-2393,,http://www.farragutpsychotherapy.com,,1634 I St NW Suite 1200,PhD,,DC,,"ADHD, Anxiety, Autism Spectrum, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Eating Disorders, Family, LGBTQ+, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management","Kaiser Permanente, Out-of-Network",Unknown,,,,Unknown,,Yes,,,"CBT, DBT, Psychodynamic",,,,"ms. 
[Read More →](https://www.farragutpsychotherapy.com/our-providers/mandy-thompson); ma. She finds particular joy in untangling personal questions from systemic challenges and inequities",,4.3,6,2026-02-18,outscraper,enriched_full
Rock Creek Therapy - In-person and Online Psychotherapy,rock-creek-therapy-in-person-and-online-psychotherapy-washington-dc,publish,gd_place,Therapist,"Rock Creek Therapy - In-person and Online Psychotherapy (PhD) in Washington, DC. Specializes in ADHD, Addiction, Anxiety, Autism Spectrum, Chronic Illness. Telehealth available. Currently accepting new patients.","1350 Connecticut Ave NW Suite 1020, Washington, DC 20036",Washington,DC,20036,US,38.9087047,-77.0432038,(202) 630-8120,,https://rockcreektherapy.com,,1350 Connecticut Ave NW Suite 1020,PhD,,DC,,"ADHD, Addiction, Anxiety, Autism Spectrum, Chronic Illness, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management",,Unknown,,,,Yes - Both,,Yes,,"English, Hindi","DBT, EMDR, Solution-Focused",,,,"al assessments for adults](https://rockcreektherapy.com/psychological-assessments/psychoeducational-assessment/); ma with a Trauma Assessment](https://rockcreektherapy.com/psychological-assessments/trauma-assessment-f; PsyD
Ryan is licensed to practice therapy for Virginia and D.C. residents. He is currently accepting new",,4.6,28,2026-02-18,outscraper,enriched_basic
Kennedy Counseling Collective,kennedy-counseling-collective-washington-dc,publish,gd_place,Therapist,"Kennedy Counseling Collective (PhD) in Washington, DC. Specializes in Addiction, Anxiety, Couples/Marriage, Depression, Family. Telehealth available. Currently accepting new patients.","502 Kennedy St NW Suite 2-A, Washington, DC 20011",Washington,DC,20011,US,38.9561768,-77.02017,(202) 743-4884,,https://kennedycounselingcollective.com,,502 Kennedy St NW Suite 2-A,PhD,,DC,,"Addiction, Anxiety, Couples/Marriage, Depression, Family, Life Transitions, PTSD/Trauma, Stress Management",,Yes,75.0,75.0,,Yes - Video,,Yes,,,Art Therapy,,,,"helped me connect the dots I needed to in order to understand how to move forward in a healthy way. I left KCC with more positive progress than I ever; excellent support. She loved her time with Miss Andie and we felt good about the experience from the beginning. If you're thinking about a place to lo; email or a callback to clarify, rectify or any kind of follow up whatsoever",,4.5,16,2026-02-18,outscraper,enriched_basic
DC Talk Therapy,dc-talk-therapy-washington-dc,publish,gd_place,Therapist,"DC Talk Therapy in Washington, DC. Specializes in Anxiety, Couples/Marriage, Depression, Grief, LGBTQ+. Telehealth available.","3000 Connecticut Ave NW # 438, Washington, DC 20008",Washington,DC,20008,US,38.9298333,-77.0560416,(202) 588-1288,,http://www.dctalktherapy.com,,3000 Connecticut Ave NW # 438,,,DC,,"Anxiety, Couples/Marriage, Depression, Grief, LGBTQ+, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,"ACT, CBT, DBT, EMDR",,,,ma therapist in D.C.](data:image/svg+xml; ms & Conditions](https://dctalktherapy.com/terms-and-conditions/),,4.9,37,2026-02-18,outscraper,enriched_basic
HOPE + WELLNESS,hope-wellness-washington-dc,publish,gd_place,Therapist,"HOPE + WELLNESS (PhD) in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts BlueCross BlueShield, Kaiser Permanente, Out-of-Network. Telehealth available.","2001 Massachusetts Ave NW #2C, Washington, DC 20036",Washington,DC,20036,US,38.9105857,-77.0452255,(703) 923-8965,,https://www.hope-wellness.com,,2001 Massachusetts Ave NW #2C,PhD,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, Grief, LGBTQ+, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management","BlueCross BlueShield, Kaiser Permanente, Out-of-Network",Unknown,,,,Yes - Video,,Unknown,,,"ACT, Art Therapy, CBT, DBT, EFT, EMDR, Humanistic, IFS, Mindfulness-Based, Psychodynamic",,,,"al-testing); from the coordinator, she made this new and anxious experience so much easier for me.""; over time and is sharing to improve help improve your life and relationships!",,5.0,17,2026-02-18,outscraper,enriched_full
Washington Psychotherapy Institute,washington-psychotherapy-institute-washington-dc,publish,gd_place,Therapist,"Washington Psychotherapy Institute in Washington, DC.","50 E St SE #300, Washington, DC 20003",Washington,DC,20003,US,38.8833776,-77.00708209999999,(202) 641-0670,,https://www.wdcpsy.com,,50 E St SE #300,,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,"ms.
##### Mental health therapy to help you through life's challenges",,5.0,2,2026-02-18,outscraper,enriched_basic
"Keith Miller Counseling, LLC",keith-miller-counseling-llc-washington-dc,publish,gd_place,Therapist,"Keith Miller Counseling, LLC (MD/Psychiatrist) in Washington, DC. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Out-of-Network. Currently accepting new patients.","1320 19Th St NW #200, Washington, DC 20036",Washington,DC,20036,US,38.9080674,-77.0438033,(202) 629-1949,,https://www.keithmillercounseling.com,,1320 19th St NW #200,MD/Psychiatrist,,DC,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management",Out-of-Network,Unknown,200.0,400.0,,Unknown,,Yes,,,"CBT, IFS",,,,"al testing](https://www.keithmillercounseling.com/maryland-educational-testing/); ms (IFS)](https://souloflifeshow.com/internal-family-systems-therapy/); MD
> “I liked working with my counselor at Keith Miller Associates because he is not the traditional co",,4.4,11,2026-02-18,outscraper,enriched_full
Central Washington Psychotherapy Associates,central-washington-psychotherapy-associates-washington-dc,publish,gd_place,Therapist,"Central Washington Psychotherapy Associates in Washington, DC. Specializes in Addiction, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Out-of-Network.","1700 17Th St NW Apt 203, Washington, DC 20009",Washington,DC,20009,US,38.9128743,-77.0388583,(202) 232-4900,,http://www.dcpsychotherapy.com,,1700 17th St NW APT 203,,,DC,,"Addiction, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Grief, LGBTQ+, OCD, PTSD/Trauma",Out-of-Network,Unknown,,,,Unknown,,Unknown,,,Psychodynamic,,,,"necessary to be credentialed as a psychoanalyst. if you are curious about the rewards of this intensive form of therapy, you might want to read, [psychoanalysis, psychotherapy and counseling: what's t; the extensive and demanding postgraduate training necessary to be credentialed as a psychoanalyst. If you are curious about the rewards of this intens",,5.0,3,2026-02-18,outscraper,enriched_full
Sage & Fifth Therapy Place PLLC,sage-fifth-therapy-place-pllc-washington-dc,publish,gd_place,Therapist,"Sage & Fifth Therapy Place PLLC in Washington, DC. Specializes in Addiction, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Telehealth available.","1250 Connecticut Ave NW Suite 700, Washington, DC 20036",Washington,DC,20036,US,38.9070114,-77.0422057,(202) 935-5912,,https://www.sageandfifththerapy.com,,1250 Connecticut Ave NW Suite 700,,,DC,,"Addiction, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, LGBTQ+, Life Transitions, PTSD/Trauma, Perinatal/Postpartum, Stress Management",,Yes,,,,Yes - Video,,Waitlist,,,"ACT, Art Therapy, CBT, DBT, EFT, EMDR, IFS, Mindfulness-Based, Psychodynamic, Somatic",,,,"in evidence-based modalities, including **_emdr (eye movement desensitization and reprocessing),_****_emotionally focused couples therapy (eft), accelerated resolution therapy (art), perinatal and pos; ma triggers; ms.
  * ## Perinatal",,5.0,1,2026-02-18,outscraper,enriched_basic
Capital Center for Psychotherapy and Wellness,capital-center-for-psychotherapy-and-wellness-washington-dc,publish,gd_place,Therapist,"Capital Center for Psychotherapy and Wellness (MD/Psychiatrist) in Washington, DC. Specializes in Anxiety, Couples/Marriage, Depression. Telehealth available.","Third Floor, 1330 U St NW 3Rd Floor, Washington, DC 20009",Washington,DC,20009,US,38.9167908,-77.0308618,(202) 888-5595,,http://www.capitalpsychotherapy.com,,"Third Floor, 1330 U St NW 3rd floor",MD/Psychiatrist,,DC,,"Anxiety, Couples/Marriage, Depression",,Unknown,,,,Yes - Video,,Unknown,,Mandarin,,,,,"ms.
[Book Appointment Online](https://www.therapyportal.com/p/capitalpsychotherapy/)",,4.3,6,2026-02-18,outscraper,enriched_basic
The George Washington University Community Counseling Services Center (CCSC),the-george-washington-university-community-counseling-services-center-ccsc-washington-dc,publish,gd_place,Therapist,"The George Washington University Community Counseling Services Center (CCSC) in Washington, DC. Specializes in Anger Management, Autism Spectrum, Child/Adolescent, Chronic Illness, Family.","2134 G St NW, Washington, DC 20052",Washington,DC,20052,US,38.8982055,-77.0478182,(202) 994-8645,,http://gsehd.gwu.edu/ccsc,,2134 G St NW,,,DC,,"Anger Management, Autism Spectrum, Child/Adolescent, Chronic Illness, Family, Grief, Life Transitions, Stress Management",,Unknown,,,,Unknown,,Unknown,,Spanish,,,,,and human development  ](https://gsehd.gwu.edu/); al leadership](https://gsehd.gwu.edu/dept-edu-leadership); and disability studies](https://gsehd.gwu.edu/dept-special-ed),,5.0,2,2026-02-18,outscraper,enriched_basic
Cindy Kim Counseling,cindy-kim-counseling-washington-dc,publish,gd_place,Therapist,"Cindy Kim Counseling in Washington, DC. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Behavioral Health Systems. Telehealth available. Currently accepting new patients.","1900 L St NW #503, Washington, DC 20036",Washington,DC,20036,US,38.9035409,-77.0438078,(202) 643-8003,,http://www.cindykimtherapy.com,,1900 L St NW #503,,,DC,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Life Transitions, PTSD/Trauma, Perinatal/Postpartum, Stress Management",Behavioral Health Systems,Unknown,,,,Yes - Video,,Yes,,,EMDR,,,,ms head-on. We offer in-person and online therapy sessions for clients in Washington; ma Treatment; ms & Conditions](https://www.cindykimtherapy.com/terms-conditions) | [Good Faith Estimate](https://www,,5.0,4,2026-02-18,outscraper,enriched_full
Dr. Sylos-Labini PLLC - Washington DC Therapist,dr-sylos-labini-pllc-washington-dc-therapist-washington-dc,publish,gd_place,Therapist,"Dr. Sylos-Labini PLLC - Washington DC Therapist (PhD) in Washington, DC. Specializes in Anxiety, Depression, Life Transitions, PTSD/Trauma. Telehealth available.","1660 L St NW, Washington, DC 20036",Washington,DC,20036,US,38.9035316,-77.0380059,(202) 810-4847,,https://www.drsyloslabini.com,,1660 L St NW,PhD,,DC,,"Anxiety, Depression, Life Transitions, PTSD/Trauma",,Unknown,,,,Yes - Video,,Unknown,,,,,,,,,5.0,12,2026-02-18,outscraper,enriched_basic
Washington Therapy,washington-therapy-washington-dc,publish,gd_place,Therapist,"Washington Therapy (MD/Psychiatrist) in Washington, DC. Specializes in ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage.","5225 Wisconsin Ave #513, Washington, DC 20015",Washington,DC,20015,US,38.9585212,-77.08407489999999,(202) 494-9593,,http://www.washingtontherapy.com,,5225 Wisconsin Ave #513,MD/Psychiatrist,,DC,,"ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Life Transitions, Stress Management",,Unknown,,,,Unknown,,Unknown,,,"CBT, Mindfulness-Based",,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
The Trauma Resilience and Education Center of Greater DC (TREC DC),the-trauma-resilience-and-education-center-of-greater-dc-trec-dc-washington-dc,publish,gd_place,Therapist,"The Trauma Resilience and Education Center of Greater DC (TREC DC) (PhD) in Washington, DC. Specializes in Addiction, Child/Adolescent, Couples/Marriage, Family, LGBTQ+. Accepts Kaiser Permanente.","1350 Connecticut Ave NW, Washington, DC 20036",Washington,DC,20036,US,38.9083958,-77.0431394,(888) 844-8732,,https://trecdcpsychotherapy.org,,1350 Connecticut Ave NW,PhD,,DC,,"Addiction, Child/Adolescent, Couples/Marriage, Family, LGBTQ+, Life Transitions, PTSD/Trauma, Personality Disorders, Stress Management",Kaiser Permanente,Unknown,,,,Unknown,Jane App,Unknown,,,ACT,,,,-center-logo-dark.png) ](https://trecdcpsychotherapy.org); & supervision](https://trecdcpsychotherapy.org/training-supervision/); -supervision/#fellowship),,4.4,13,2026-02-18,outscraper,enriched_full
Washington Psychotherapy,washington-psychotherapy-washington-dc,publish,gd_place,Therapist,"Washington Psychotherapy (PhD) in Washington, DC.","The Waterfront Center, 1010 Wisconsin Ave NW Suite 320, Washington, DC 20007",Washington,DC,20007,US,38.9030166,-77.0631523,(202) 423-6153,,http://www.washingtonpsychotherapy.com,,"The Waterfront Center, 1010 Wisconsin Ave NW Suite 320",PhD,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,2,2026-02-18,outscraper,enriched_basic
"Sage Counseling, PLLC",sage-counseling-pllc-washington-dc,publish,gd_place,Therapist,"Sage Counseling, PLLC in Washington, DC. Specializes in Anxiety, Couples/Marriage, Depression, Life Transitions, Stress Management. Telehealth available.","1350 Connecticut Ave NW #612, Washington, DC 20036",Washington,DC,20036,US,38.90833,-77.04309099999999,(571) 402-5284,,http://www.drkathyli.com,,1350 Connecticut Ave NW #612,,,DC,,"Anxiety, Couples/Marriage, Depression, Life Transitions, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,,,,,,,5.0,6,2026-02-18,outscraper,enriched_basic
Capital Therapy Project,capital-therapy-project-washington-dc,publish,gd_place,Therapist,"Capital Therapy Project (PhD) in Washington, DC. Specializes in Anger Management. Accepts Out-of-Network.","1350 Connecticut Ave NW Suite 800, Washington, DC 20036",Washington,DC,20036,US,38.9083474,-77.0429782,(202) 760-2546,,https://capitaltherapyproject.com,,1350 Connecticut Ave NW Suite 800,PhD,,DC,,Anger Management,Out-of-Network,Unknown,110.0,250.0,,Unknown,,Unknown,,,,,,,"therapists** immersed in advanced doctoral therapy training; institute for **advanced psychology graduate students** , under the guidance and direction of some of dc’s top therapists, with **decades** of experience; M.A
[How do you pay?](https://capitaltherapyproject.com/)",,4.2,5,2026-02-18,outscraper,enriched_full
"Natalie V. Setliff, LMFT",natalie-v-setliff-lmft-washington-dc,publish,gd_place,Therapist,"Natalie V. Setliff, LMFT (LMFT) in Washington, DC. Telehealth available.","1634 I St NW Suite 550, Washington, DC 20006",Washington,DC,20006,US,38.9011107,-77.0389617,(202) 714-5773,,https://www.therapyportal.com/p/nsetliff,,1634 I St NW Suite 550,LMFT,,DC,,,,Unknown,,,,Yes - Video,,Unknown,,English,,,,,ms of Service](https://www.therapyportal.com/portal/legal/usertermsofservice/) [Privacy Policy](https:/,,5.0,4,2026-02-18,outscraper,enriched_basic
"Ana Sierra Counseling / Consejeria, PLLC",ana-sierra-counseling-consejeria-pllc-washington-dc,publish,gd_place,Therapist,"Ana Sierra Counseling / Consejeria, PLLC in Washington, DC. Specializes in Grief, PTSD/Trauma. Accepts Kaiser Permanente.","1629 K St NW, Washington, DC 20006",Washington,DC,20006,US,38.9028692,-77.037826,(571) 418-2624,,https://www.anasierracounseling.com,,1629 K St NW,,,DC,,"Grief, PTSD/Trauma",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,Spanish,,,,,", policy guidance, and practical tools to foster resilience, inclusion, and mental health awareness across diverse populations; ma y temas de familia._; ms Make When Ordering Immigration Mental Health Evaluations (and How to Fix Them) February 12",,4.6,19,2026-02-18,outscraper,enriched_full
"Karen J. Osterle, MSSA, LICSW",karen-j-osterle-mssa-licsw-washington-dc,publish,gd_place,Therapist,"Karen J. Osterle, MSSA, LICSW in Washington, DC. Specializes in Anger Management, Anxiety, Couples/Marriage, Grief, Life Transitions. Accepts Out-of-Network.","1350 Connecticut Ave NW, Washington, DC 20036",Washington,DC,20036,US,38.9083958,-77.0431394,(202) 744-2922,,http://www.karenosterle.com,,1350 Connecticut Ave NW,,,DC,,"Anger Management, Anxiety, Couples/Marriage, Grief, Life Transitions, Stress Management",Out-of-Network,Unknown,,,,Unknown,,Unknown,,,"Motivational Interviewing, Psychodynamic, Solution-Focused",,,,ms ](https://www.karenosterle.com/forms); ms for your appointment; ms and activities have not been working for you. You want relief and results as soon as possible,,5.0,5,2026-02-18,outscraper,enriched_full
District Anxiety Center,district-anxiety-center-washington-dc,publish,gd_place,Therapist,"District Anxiety Center (PhD) in Washington, DC. Specializes in Anxiety, Child/Adolescent, OCD. Currently accepting new patients.","2168 Wisconsin Ave NW, Washington, DC 20007",Washington,DC,20007,US,38.9188681,-77.0705253,(202) 888-5949,,http://districtanxiety.com,,2168 Wisconsin Ave NW,PhD,,DC,,"Anxiety, Child/Adolescent, OCD",,Unknown,,,,Unknown,,Yes,,,CBT,,,,"PhD
Read more about how we can help you address your anxiety today",,5.0,1,2026-02-18,outscraper,enriched_basic
